martial,housing,loan,duration,poutcome,y
single,no,yes,150,unknown,no
divorced,no,no,362,unknown,no
single,yes,no,654,unknown,yes
married,yes,no,527,other,no
married,no,yes,120,unknown,no
married,no,yes,151,unknown,no
married,no,yes,455,other,no
married,yes,no,490,unknown,no
single,no,no,834,unknown,yes
married,yes,no,72,unknown,no
married,no,no,83,unknown,no
married,yes,no,184,unknown,no
married,yes,yes,141,unknown,no
married,yes,yes,124,unknown,no
married,yes,no,101,unknown,no
married,yes,no,294,failure,no
divorced,yes,yes,94,failure,no
married,no,no,13,unknown,no
married,yes,no,51,unknown,no
married,no,yes,353,failure,no
divorced,no,no,93,unknown,no
married,no,no,48,failure,no
single,no,no,50,other,no
married,no,yes,718,unknown,no
divorced,no,no,114,unknown,no
married,yes,no,161,unknown,no
married,no,no,120,unknown,no
married,no,no,150,unknown,no
married,yes,no,41,failure,no
married,yes,no,94,unknown,no
single,no,no,816,unknown,no
single,no,no,240,unknown,no
single,no,no,1571,unknown,yes
divorced,yes,no,75,unknown,no
married,no,no,108,unknown,no
single,no,yes,47,unknown,no
single,yes,no,536,unknown,yes
single,yes,no,290,unknown,no
divorced,yes,no,148,failure,no
married,no,yes,229,unknown,no
married,yes,no,185,unknown,no
married,yes,no,68,unknown,no
married,no,no,906,failure,no
married,yes,no,124,failure,no
married,yes,no,319,unknown,no
single,no,yes,157,unknown,no
married,no,no,48,unknown,no
single,no,no,89,unknown,no
married,yes,no,106,unknown,no
single,yes,no,92,unknown,no
married,yes,no,566,unknown,yes
single,yes,no,56,failure,no
divorced,no,yes,45,unknown,no
single,no,no,20,failure,no
single,no,no,94,other,no
married,yes,no,123,unknown,no
single,yes,no,408,unknown,no
single,yes,no,12,unknown,no
single,yes,no,75,unknown,no
married,no,no,664,unknown,yes
married,no,no,383,failure,no
single,yes,no,78,unknown,no
married,yes,no,159,unknown,no
married,yes,no,297,unknown,no
divorced,no,yes,61,unknown,no
married,yes,no,104,other,no
single,yes,yes,222,unknown,no
married,no,no,7,unknown,no
single,yes,no,79,unknown,no
single,yes,yes,527,unknown,no
single,yes,no,53,unknown,no
married,no,no,126,unknown,no
married,yes,no,661,unknown,no
married,yes,yes,224,failure,no
single,no,no,20,unknown,no
married,yes,yes,59,unknown,no
single,yes,yes,10,unknown,no
married,no,no,78,unknown,no
married,yes,no,21,unknown,no
married,yes,no,55,failure,no
married,no,no,207,unknown,no
married,yes,no,85,failure,no
married,yes,yes,188,unknown,no
married,no,no,50,unknown,no
single,yes,no,103,unknown,no
divorced,yes,no,757,unknown,no
married,no,no,624,unknown,no
married,no,no,570,unknown,no
married,yes,no,139,failure,no
married,yes,no,157,unknown,no
married,no,no,579,unknown,yes
married,yes,no,58,unknown,no
married,yes,no,328,unknown,no
divorced,no,no,366,success,no
married,no,no,1555,unknown,yes
single,no,no,373,unknown,yes
married,yes,no,150,unknown,no
married,no,no,504,failure,yes
married,yes,no,146,unknown,no
divorced,no,no,655,unknown,no
married,no,no,69,unknown,no
married,yes,no,139,failure,no
single,yes,no,51,failure,no
married,no,no,175,failure,no
married,yes,no,85,unknown,no
divorced,no,no,128,unknown,no
single,no,no,11,unknown,no
married,yes,no,237,failure,no
divorced,no,yes,82,success,no
married,yes,no,33,unknown,no
married,no,yes,52,unknown,no
married,no,yes,289,unknown,no
married,yes,no,43,failure,no
married,no,no,101,unknown,no
single,no,no,402,failure,no
married,yes,no,59,unknown,no
married,yes,no,158,failure,no
married,no,no,221,unknown,no
married,no,no,39,unknown,no
married,yes,no,166,unknown,no
married,yes,no,73,unknown,no
married,yes,no,89,unknown,no
married,no,no,140,unknown,no
single,yes,no,608,unknown,no
married,no,no,240,unknown,no
divorced,no,no,98,unknown,no
divorced,yes,yes,173,failure,no
married,no,no,584,unknown,no
divorced,no,no,137,unknown,no
single,yes,no,379,unknown,no
single,yes,no,177,failure,no
married,no,no,1036,unknown,no
divorced,yes,no,675,failure,no
married,yes,no,139,unknown,no
single,no,no,377,unknown,no
single,no,no,86,unknown,no
single,no,no,92,unknown,no
divorced,no,no,181,unknown,no
single,no,yes,197,failure,no
married,yes,no,394,other,no
divorced,no,no,65,unknown,no
married,yes,no,8,unknown,no
married,yes,no,82,failure,no
divorced,yes,no,70,unknown,no
married,yes,no,519,unknown,no
married,yes,no,61,unknown,no
divorced,no,no,46,unknown,no
single,yes,no,163,failure,no
married,no,no,292,unknown,no
married,no,no,314,unknown,yes
married,no,yes,162,unknown,no
single,no,no,39,unknown,no
married,no,no,360,unknown,no
single,no,no,230,unknown,no
married,no,no,25,unknown,no
single,yes,no,162,unknown,no
married,no,no,155,unknown,no
married,yes,no,61,failure,no
married,yes,yes,32,other,no
single,no,no,251,unknown,no
single,yes,no,22,failure,no
married,no,no,58,unknown,no
married,yes,no,281,unknown,no
single,yes,no,36,unknown,no
single,yes,no,165,unknown,no
married,yes,yes,285,failure,no
single,no,no,459,unknown,yes
married,no,no,98,unknown,no
married,yes,no,29,unknown,no
married,yes,no,1540,unknown,yes
single,yes,yes,39,unknown,no
single,yes,no,544,unknown,no
married,no,no,663,unknown,yes
married,yes,no,173,failure,no
single,yes,no,122,failure,no
single,no,no,695,unknown,no
married,yes,no,88,unknown,no
married,yes,no,369,unknown,no
single,yes,no,148,unknown,no
married,yes,no,64,unknown,no
married,no,no,216,unknown,no
divorced,yes,no,219,unknown,no
married,yes,yes,90,unknown,no
single,yes,no,164,unknown,no
married,yes,no,156,unknown,no
divorced,yes,no,147,unknown,no
married,yes,no,681,unknown,yes
divorced,no,no,129,unknown,no
divorced,yes,yes,169,unknown,no
married,no,no,268,unknown,no
divorced,yes,no,585,failure,no
married,yes,no,36,unknown,no
married,no,no,129,unknown,no
married,yes,no,888,unknown,no
single,yes,no,14,unknown,no
divorced,no,yes,808,unknown,yes
single,no,yes,305,unknown,no
single,yes,no,18,other,no
married,no,no,87,unknown,no
married,yes,no,77,unknown,no
married,yes,no,107,unknown,no
single,yes,no,132,unknown,no
married,yes,no,382,unknown,no
single,yes,no,39,failure,no
married,no,no,13,unknown,no
married,yes,no,775,unknown,yes
divorced,no,no,48,failure,no
married,no,no,1032,failure,no
single,no,no,278,unknown,no
single,yes,no,705,unknown,yes
single,yes,yes,225,unknown,no
married,no,no,64,failure,no
married,yes,no,634,unknown,no
married,no,no,965,unknown,yes
divorced,yes,no,855,unknown,no
divorced,yes,no,258,failure,no
married,yes,no,484,unknown,no
married,yes,yes,229,unknown,no
single,yes,yes,330,unknown,no
married,yes,no,41,unknown,no
single,no,no,95,unknown,no
married,no,no,1222,unknown,yes
single,yes,no,639,failure,no
married,yes,no,75,unknown,no
married,no,no,123,unknown,no
married,yes,no,711,unknown,no
married,yes,no,271,unknown,no
single,no,no,178,unknown,no
divorced,no,no,534,unknown,yes
married,yes,no,432,other,no
married,no,no,104,unknown,no
married,yes,no,1195,other,no
married,no,yes,168,unknown,no
married,no,no,229,unknown,no
divorced,no,yes,127,unknown,no
divorced,yes,no,59,unknown,no
married,no,yes,158,unknown,no
single,yes,no,246,unknown,no
married,yes,no,70,unknown,no
married,yes,no,378,unknown,no
divorced,yes,yes,244,unknown,no
single,no,no,140,unknown,no
single,no,no,210,unknown,no
single,yes,no,11,unknown,no
married,yes,no,214,unknown,no
married,yes,no,208,failure,no
single,yes,no,12,failure,no
married,no,no,358,unknown,no
divorced,no,no,407,other,no
single,no,no,64,unknown,no
married,yes,yes,197,other,no
married,no,no,126,unknown,no
divorced,yes,no,109,failure,no
married,no,yes,205,unknown,no
married,no,no,570,unknown,no
married,yes,no,127,other,no
single,no,yes,331,unknown,yes
married,no,no,307,unknown,no
married,yes,no,14,unknown,no
married,yes,no,163,failure,no
married,no,no,27,other,no
married,no,yes,13,unknown,no
married,no,no,64,unknown,no
married,yes,yes,136,failure,no
married,yes,yes,170,unknown,no
married,no,no,171,unknown,no
single,no,no,136,unknown,no
married,yes,no,25,unknown,no
married,yes,no,337,failure,no
married,yes,no,72,unknown,no
divorced,yes,yes,158,unknown,no
single,yes,no,139,unknown,no
married,yes,yes,82,unknown,no
single,no,no,201,unknown,no
married,yes,yes,7,unknown,no
single,yes,no,15,unknown,no
married,yes,no,14,other,no
married,yes,no,391,failure,no
single,no,yes,21,other,no
married,no,no,129,unknown,no
married,yes,no,118,failure,no
single,no,no,149,unknown,no
single,yes,no,21,failure,no
married,yes,no,223,other,no
married,no,no,345,unknown,no
divorced,yes,yes,211,failure,no
single,yes,no,6,unknown,no
married,yes,no,73,unknown,no
divorced,yes,no,321,failure,no
married,yes,no,110,unknown,no
married,yes,no,170,unknown,no
married,no,yes,56,unknown,no
married,no,no,281,failure,no
married,yes,no,328,failure,no
married,no,yes,125,unknown,no
married,no,yes,48,unknown,no
single,no,no,6,unknown,no
single,no,no,1441,unknown,no
married,no,no,77,unknown,no
single,yes,no,1555,unknown,yes
single,yes,no,18,unknown,no
single,no,no,8,unknown,no
married,yes,no,182,unknown,no
married,yes,yes,12,failure,no
married,no,no,8,failure,no
single,no,no,158,failure,no
married,no,no,8,unknown,no
married,yes,no,9,unknown,no
married,yes,no,9,unknown,no
single,yes,no,22,unknown,no
married,no,no,24,unknown,no
married,yes,no,192,unknown,no
married,yes,yes,925,unknown,yes
married,no,no,175,unknown,no
single,yes,no,9,failure,no
married,no,no,69,unknown,no
married,yes,no,37,unknown,no
married,no,no,240,unknown,no
married,no,yes,23,other,no
single,yes,yes,11,unknown,no
married,no,yes,11,unknown,no
married,yes,no,13,other,no
divorced,no,yes,412,failure,no
married,no,no,104,unknown,no
divorced,no,no,22,failure,no
divorced,yes,no,234,failure,no
married,yes,no,31,unknown,no
married,no,no,30,unknown,no
married,yes,no,8,unknown,no
married,no,no,105,unknown,no
married,no,no,85,unknown,no
married,yes,no,36,unknown,no
married,yes,no,11,failure,no
single,yes,no,14,unknown,no
married,yes,yes,19,other,no
married,no,no,521,unknown,no
married,yes,yes,48,unknown,no
married,no,no,37,unknown,no
divorced,yes,no,29,other,no
married,yes,no,5,unknown,no
single,no,no,9,unknown,no
single,yes,no,227,unknown,no
married,yes,no,51,failure,no
single,yes,no,168,unknown,no
single,yes,no,1015,unknown,no
divorced,yes,no,183,unknown,no
single,no,no,326,unknown,no
married,yes,no,147,failure,no
married,no,no,33,unknown,no
married,yes,no,72,success,no
single,yes,no,53,unknown,no
married,yes,no,79,unknown,no
married,no,no,1067,unknown,no
married,no,no,10,unknown,no
married,no,no,71,unknown,no
married,yes,no,273,unknown,no
divorced,no,no,11,unknown,no
married,yes,no,274,unknown,no
married,no,yes,61,failure,no
single,yes,no,10,unknown,no
single,yes,no,47,unknown,no
married,yes,no,280,unknown,no
single,no,no,34,unknown,no
divorced,yes,no,333,unknown,no
married,yes,no,219,unknown,no
divorced,yes,no,205,failure,no
divorced,yes,no,643,unknown,no
single,no,no,1914,unknown,no
single,yes,no,24,unknown,no
single,no,no,8,unknown,yes
married,yes,no,43,unknown,no
divorced,yes,yes,18,unknown,no
married,no,no,12,unknown,no
single,no,no,291,unknown,no
single,no,no,6,unknown,no
married,no,no,170,unknown,no
single,no,no,10,unknown,no
married,no,no,234,unknown,no
divorced,no,no,173,unknown,no
married,yes,no,136,unknown,no
single,no,no,232,unknown,no
divorced,no,yes,119,unknown,yes
single,no,no,333,unknown,no
married,yes,no,59,failure,no
married,yes,yes,260,failure,no
married,no,no,198,unknown,no
married,yes,no,58,unknown,no
married,no,no,338,unknown,no
married,no,no,69,unknown,no
married,no,no,70,unknown,no
single,no,no,112,unknown,no
married,no,no,113,unknown,no
single,yes,no,62,unknown,no
divorced,no,no,97,failure,no
divorced,yes,no,130,failure,no
divorced,no,yes,228,unknown,no
divorced,yes,no,602,other,yes
single,no,no,285,unknown,no
single,no,no,119,unknown,no
married,yes,no,57,unknown,no
married,no,yes,145,unknown,no
married,no,no,30,unknown,no
divorced,no,no,69,unknown,no
single,no,no,267,unknown,no
married,yes,no,164,unknown,no
married,no,no,997,unknown,yes
divorced,yes,no,223,success,no
single,no,no,159,success,no
married,no,yes,107,unknown,no
divorced,yes,no,72,failure,no
single,yes,no,204,unknown,no
single,yes,no,105,other,no
married,no,no,74,failure,no
married,yes,no,198,other,no
married,no,no,194,unknown,no
married,no,no,558,unknown,no
married,no,no,226,unknown,no
divorced,no,no,1048,unknown,yes
single,no,yes,389,unknown,no
single,no,no,1387,unknown,yes
single,no,no,66,unknown,no
married,no,no,50,unknown,no
single,no,no,396,unknown,no
married,no,no,56,unknown,no
single,yes,no,70,unknown,no
married,no,no,485,unknown,no
married,yes,no,67,unknown,no
married,no,yes,228,failure,no
single,no,no,80,unknown,no
married,no,no,451,unknown,no
single,no,no,885,unknown,no
married,yes,no,1232,unknown,yes
divorced,yes,no,70,failure,no
married,no,no,200,unknown,no
married,yes,yes,104,failure,no
single,no,no,468,unknown,no
divorced,yes,no,99,unknown,no
married,no,no,100,unknown,no
married,no,no,280,unknown,no
divorced,no,no,296,unknown,no
married,yes,no,230,other,no
married,no,no,263,unknown,no
single,no,no,158,unknown,no
married,yes,no,148,failure,no
single,no,no,309,unknown,no
divorced,no,no,91,failure,no
married,yes,yes,446,failure,no
single,no,no,200,unknown,no
married,yes,yes,282,failure,no
married,no,no,383,unknown,no
divorced,yes,no,83,other,no
married,no,no,227,unknown,no
single,no,no,81,unknown,no
single,no,no,24,unknown,no
single,yes,no,319,unknown,no
married,yes,no,123,failure,no
married,no,no,56,unknown,no
single,no,no,622,unknown,yes
single,yes,no,137,unknown,no
single,no,no,174,unknown,no
married,no,no,41,unknown,no
single,no,no,299,unknown,no
single,no,no,90,unknown,no
single,no,no,214,unknown,no
single,no,yes,161,unknown,no
married,no,no,123,unknown,no
single,no,no,154,unknown,no
married,yes,no,347,failure,no
married,yes,no,219,failure,no
married,no,no,339,unknown,no
married,no,yes,165,unknown,no
married,no,no,384,unknown,no
married,no,yes,90,failure,no
single,no,no,233,unknown,no
married,yes,yes,706,unknown,no
single,yes,yes,572,unknown,no
married,no,no,109,unknown,no
single,no,no,829,unknown,yes
married,yes,yes,181,failure,no
married,no,no,76,unknown,no
single,no,no,43,unknown,no
married,yes,no,155,unknown,no
divorced,yes,no,342,unknown,no
single,no,no,430,unknown,no
married,no,no,176,failure,no
married,yes,no,172,unknown,no
married,no,no,244,unknown,no
married,no,no,402,unknown,no
divorced,no,yes,301,unknown,no
married,no,no,56,unknown,no
married,no,no,146,unknown,no
married,yes,no,103,failure,no
married,no,no,355,unknown,no
married,yes,yes,223,failure,no
married,yes,no,203,unknown,no
married,no,no,574,unknown,no
married,no,yes,111,unknown,no
married,no,yes,139,unknown,no
single,no,no,28,unknown,no
divorced,yes,no,138,unknown,no
married,yes,no,561,unknown,no
married,yes,no,68,unknown,no
divorced,no,no,131,unknown,no
single,no,no,390,unknown,no
single,no,no,97,unknown,no
married,no,no,300,unknown,no
married,no,no,142,unknown,no
married,no,no,531,unknown,no
married,yes,no,558,unknown,no
married,no,yes,242,failure,no
married,no,no,132,unknown,no
single,no,no,255,unknown,no
married,no,no,156,unknown,no
married,yes,no,109,unknown,no
married,no,no,314,unknown,no
divorced,no,no,191,unknown,no
married,no,no,80,unknown,no
divorced,no,no,246,unknown,no
married,no,yes,461,failure,no
married,no,no,304,failure,no
married,no,no,256,unknown,no
single,no,no,77,unknown,no
single,no,no,100,unknown,no
married,yes,no,374,unknown,no
married,yes,yes,71,other,no
single,yes,no,52,unknown,no
single,no,no,30,unknown,no
married,no,no,412,unknown,no
married,yes,no,158,failure,no
divorced,no,no,97,unknown,no
single,no,no,268,unknown,no
married,yes,yes,625,unknown,no
married,no,no,121,unknown,no
married,yes,no,273,unknown,no
married,no,no,70,unknown,no
married,no,no,333,unknown,no
married,no,no,39,unknown,no
single,no,no,287,unknown,no
married,no,no,60,unknown,no
single,yes,yes,872,unknown,yes
married,yes,no,86,failure,no
married,no,no,214,failure,no
married,yes,no,99,failure,no
single,no,no,44,unknown,no
married,yes,no,289,unknown,no
married,no,no,48,failure,no
divorced,no,no,58,unknown,no
divorced,no,yes,53,unknown,no
married,no,yes,326,success,no
married,no,no,449,unknown,no
married,yes,no,255,unknown,no
married,no,yes,507,failure,no
married,no,no,51,unknown,no
divorced,no,no,79,unknown,no
divorced,no,no,192,unknown,no
married,no,no,93,unknown,no
married,yes,no,144,failure,no
single,no,yes,121,failure,no
married,no,no,221,failure,no
married,yes,no,126,unknown,no
divorced,no,no,130,unknown,no
married,no,no,384,unknown,no
married,no,yes,120,failure,no
single,yes,no,252,failure,no
single,no,no,63,unknown,no
married,no,no,73,unknown,no
divorced,no,no,250,unknown,no
divorced,yes,no,368,unknown,no
married,yes,no,273,unknown,no
married,yes,no,66,failure,no
married,no,no,852,unknown,no
married,no,no,183,unknown,no
married,no,yes,214,unknown,no
married,no,no,166,unknown,no
married,no,no,207,unknown,no
divorced,no,no,29,unknown,no
divorced,yes,no,280,unknown,no
married,yes,no,146,unknown,no
single,no,no,131,unknown,no
married,no,no,103,unknown,no
divorced,yes,yes,326,unknown,no
single,no,no,41,unknown,no
single,no,no,107,other,no
married,no,no,37,unknown,no
single,no,no,128,unknown,no
married,no,yes,596,unknown,no
married,no,no,56,unknown,no
single,no,no,59,unknown,no
single,no,no,399,unknown,no
married,yes,no,222,failure,no
single,yes,no,144,unknown,no
married,no,no,114,unknown,no
married,no,yes,105,unknown,no
single,no,no,120,unknown,no
single,yes,no,90,unknown,no
married,yes,no,132,unknown,no
married,no,no,978,other,no
married,yes,no,160,unknown,no
divorced,no,no,935,unknown,no
married,yes,yes,188,unknown,no
single,no,no,203,unknown,no
single,no,no,432,unknown,no
single,no,no,52,unknown,no
single,no,no,769,unknown,yes
single,no,no,196,unknown,no
single,no,no,55,unknown,no
single,no,no,142,unknown,no
single,yes,no,455,unknown,no
single,no,no,211,unknown,no
married,yes,yes,102,unknown,no
married,yes,no,155,unknown,no
married,no,no,63,unknown,no
married,yes,yes,290,failure,no
single,no,no,251,unknown,no
single,yes,no,445,failure,no
married,yes,yes,32,unknown,no
divorced,no,no,216,unknown,no
single,no,no,435,unknown,no
single,no,no,364,unknown,no
married,no,no,38,unknown,no
married,no,yes,100,unknown,no
married,no,no,389,failure,no
married,yes,no,929,unknown,no
single,yes,no,74,unknown,no
married,no,no,74,failure,no
single,no,no,219,unknown,no
single,yes,no,169,unknown,no
divorced,yes,no,87,unknown,no
single,no,no,229,success,no
married,yes,no,1972,unknown,no
married,yes,no,60,other,no
married,no,no,218,failure,no
single,no,no,296,unknown,no
married,no,no,458,unknown,no
single,no,no,452,unknown,no
married,no,no,146,unknown,no
married,no,no,98,failure,no
married,yes,yes,117,unknown,no
married,yes,no,176,other,no
married,no,no,158,failure,no
single,no,no,741,unknown,no
married,no,no,374,unknown,no
single,no,no,92,unknown,no
married,no,no,236,unknown,no
single,yes,no,191,unknown,no
single,no,no,132,unknown,no
single,no,yes,301,unknown,no
married,no,no,112,unknown,no
single,yes,no,175,unknown,no
married,no,no,122,unknown,no
married,no,no,536,unknown,no
married,no,no,1745,unknown,no
single,no,no,233,unknown,no
divorced,no,no,38,unknown,no
single,no,no,186,unknown,no
divorced,no,no,1199,unknown,yes
married,yes,no,170,other,no
single,no,no,230,unknown,no
divorced,no,no,246,unknown,no
married,no,no,198,unknown,no
married,no,no,163,unknown,no
married,yes,yes,90,failure,no
divorced,no,no,196,unknown,no
single,yes,no,119,other,no
married,yes,yes,136,unknown,no
married,no,no,92,unknown,no
single,no,no,287,unknown,no
married,no,no,68,unknown,no
divorced,no,no,208,unknown,no
married,no,no,234,failure,no
single,no,no,135,unknown,no
divorced,no,no,48,unknown,no
divorced,no,yes,88,unknown,no
single,no,no,410,unknown,no
married,no,no,210,unknown,no
married,no,no,207,unknown,no
divorced,yes,no,139,unknown,no
married,yes,no,212,unknown,no
single,no,no,290,failure,no
married,no,no,296,unknown,no
single,yes,no,148,failure,no
single,no,no,321,unknown,no
married,yes,no,241,unknown,no
divorced,no,yes,58,other,no
married,no,no,201,unknown,no
married,no,no,411,other,no
married,no,no,271,unknown,no
single,no,no,96,unknown,no
married,no,no,1121,failure,no
married,no,no,64,unknown,no
divorced,no,no,119,unknown,no
married,no,no,942,unknown,no
married,no,no,873,unknown,no
single,no,no,183,unknown,no
married,no,no,352,unknown,no
married,yes,no,227,other,no
single,no,no,965,unknown,no
single,no,no,177,unknown,no
married,no,no,692,failure,no
married,no,no,128,unknown,no
single,no,no,42,unknown,no
married,no,no,148,unknown,no
married,yes,yes,391,failure,no
divorced,no,no,515,unknown,no
married,no,no,198,unknown,no
single,no,no,554,unknown,no
married,no,no,157,unknown,no
divorced,no,no,360,unknown,no
divorced,no,yes,503,unknown,no
single,no,no,81,unknown,no
married,no,no,294,unknown,no
married,no,no,224,unknown,no
married,no,no,156,unknown,no
married,no,no,405,unknown,no
single,no,no,699,unknown,no
single,no,no,567,unknown,no
single,yes,yes,168,failure,no
married,no,no,54,failure,no
divorced,no,yes,2150,unknown,no
married,no,no,85,unknown,no
single,no,no,1451,unknown,yes
single,no,no,180,unknown,no
married,no,no,123,unknown,no
married,no,no,127,unknown,no
single,no,no,253,unknown,no
married,no,no,65,unknown,no
single,yes,yes,262,other,no
married,no,no,320,unknown,no
single,yes,no,70,unknown,no
married,no,no,74,unknown,no
married,yes,no,79,unknown,no
married,no,no,150,unknown,no
married,no,no,114,unknown,no
divorced,no,no,119,unknown,no
single,no,no,91,unknown,no
single,no,no,283,unknown,no
married,no,no,82,unknown,no
divorced,no,no,61,unknown,no
married,no,no,119,unknown,no
married,no,no,100,unknown,no
married,no,no,98,unknown,no
married,yes,no,526,other,no
married,no,no,229,unknown,no
married,no,no,148,unknown,no
single,no,no,144,unknown,no
single,no,no,258,unknown,no
married,no,no,290,unknown,no
single,no,no,104,unknown,no
married,no,no,653,unknown,no
single,no,yes,944,unknown,yes
single,no,no,205,unknown,no
single,no,no,134,unknown,no
single,no,no,968,unknown,yes
married,no,yes,49,failure,no
divorced,no,no,201,unknown,no
married,no,no,117,unknown,no
single,no,no,404,unknown,no
single,no,no,60,unknown,no
divorced,no,no,246,unknown,no
married,no,no,517,unknown,no
married,yes,no,82,failure,no
married,yes,no,134,unknown,no
single,no,no,757,unknown,no
divorced,yes,yes,270,unknown,no
single,no,no,330,unknown,no
married,no,no,46,unknown,no
married,no,no,221,unknown,no
single,no,no,451,unknown,no
married,no,no,258,unknown,no
single,no,no,49,unknown,no
single,no,no,233,unknown,no
married,no,no,412,unknown,no
single,no,no,122,unknown,no
married,no,no,152,unknown,no
single,no,no,335,unknown,no
single,yes,no,315,unknown,no
married,no,no,518,unknown,no
single,no,yes,125,unknown,no
divorced,yes,no,145,failure,no
single,no,no,100,failure,no
single,no,no,180,unknown,no
married,no,no,250,other,no
married,no,no,220,unknown,no
single,no,no,297,unknown,no
married,yes,no,53,failure,no
single,no,no,89,unknown,no
married,yes,no,52,failure,no
married,no,no,366,unknown,no
single,no,no,159,unknown,no
divorced,no,no,89,unknown,no
married,yes,no,103,other,no
single,yes,no,241,failure,no
single,no,no,407,unknown,no
married,yes,no,381,failure,no
married,no,no,123,failure,no
single,yes,yes,275,other,no
married,yes,yes,74,other,no
married,no,no,221,unknown,no
married,yes,no,104,unknown,no
single,yes,no,111,failure,no
married,no,no,225,unknown,no
married,yes,no,23,unknown,no
married,no,no,139,unknown,no
married,yes,yes,223,failure,no
married,yes,yes,121,failure,no
divorced,no,yes,220,unknown,no
divorced,yes,no,391,failure,no
married,yes,yes,150,failure,no
single,no,yes,90,unknown,no
single,no,no,238,unknown,no
married,no,no,42,unknown,no
married,no,no,124,unknown,no
single,yes,no,89,failure,no
married,no,no,1424,unknown,no
married,yes,yes,199,failure,no
single,no,no,374,unknown,no
single,yes,yes,451,failure,no
single,no,no,395,unknown,no
single,no,no,67,unknown,no
married,yes,no,354,failure,no
divorced,yes,no,227,failure,no
married,yes,no,167,failure,no
married,no,no,113,unknown,no
divorced,yes,yes,192,unknown,no
married,yes,no,151,failure,no
single,no,no,168,unknown,no
married,yes,no,29,failure,no
married,yes,no,246,failure,no
married,no,no,246,unknown,no
single,no,no,365,unknown,no
divorced,no,yes,149,unknown,no
divorced,yes,no,128,failure,no
married,yes,no,110,other,no
married,yes,no,99,failure,no
married,yes,yes,385,unknown,no
married,no,no,140,unknown,no
married,no,no,139,failure,no
married,yes,no,344,failure,no
single,no,no,240,other,no
divorced,yes,no,259,failure,no
single,yes,no,50,failure,no
married,yes,no,444,failure,no
married,no,no,386,failure,no
single,no,no,503,unknown,no
single,no,no,1181,unknown,yes
single,yes,yes,305,failure,no
single,no,no,45,unknown,no
married,yes,yes,194,failure,no
divorced,no,no,489,unknown,no
divorced,yes,no,317,failure,no
married,yes,no,85,other,no
married,yes,no,1101,unknown,yes
married,no,no,173,other,no
single,no,no,151,unknown,no
divorced,no,yes,34,unknown,no
single,yes,no,187,unknown,no
single,yes,no,359,unknown,no
married,no,no,203,unknown,no
married,yes,no,46,unknown,no
single,yes,no,121,failure,no
single,no,no,122,unknown,no
married,yes,no,107,other,no
married,no,no,117,unknown,no
single,yes,no,200,unknown,no
single,yes,no,103,unknown,no
married,no,no,147,unknown,no
married,no,no,679,unknown,no
married,no,no,285,unknown,no
single,yes,no,217,other,no
married,no,no,127,unknown,no
married,no,no,450,unknown,no
single,yes,no,58,failure,no
single,no,no,242,unknown,no
single,yes,no,55,failure,no
married,no,no,470,unknown,yes
divorced,yes,yes,67,failure,no
married,yes,no,84,failure,no
married,yes,no,84,failure,no
married,yes,no,41,failure,no
single,yes,no,83,unknown,no
married,yes,no,79,success,no
single,yes,no,272,unknown,no
divorced,yes,no,305,failure,no
single,yes,no,82,unknown,no
single,yes,no,71,unknown,no
married,yes,no,112,other,no
single,no,no,106,failure,no
divorced,yes,no,89,unknown,no
single,yes,no,78,unknown,no
single,no,no,620,unknown,no
married,yes,no,542,failure,no
single,no,no,801,unknown,yes
single,yes,yes,103,failure,no
single,no,yes,750,unknown,yes
married,yes,no,284,failure,no
married,no,no,636,unknown,no
single,no,no,212,unknown,no
single,no,no,1165,unknown,yes
single,no,no,1600,unknown,yes
married,no,no,73,unknown,no
divorced,yes,no,147,other,no
married,no,no,239,unknown,no
married,no,no,89,unknown,no
single,yes,no,160,failure,no
married,yes,no,50,failure,no
single,no,no,181,unknown,no
single,yes,yes,372,unknown,no
single,yes,no,94,unknown,no
single,yes,no,79,unknown,no
single,yes,no,196,other,no
single,no,no,372,unknown,no
single,no,yes,197,unknown,no
married,yes,no,32,unknown,no
married,yes,no,331,unknown,no
married,yes,no,86,other,no
married,yes,yes,140,failure,no
married,yes,no,71,failure,no
married,yes,yes,484,failure,no
divorced,no,no,95,unknown,no
single,yes,no,257,failure,no
single,no,no,91,unknown,no
single,yes,no,112,failure,no
married,yes,no,339,unknown,no
single,no,no,259,unknown,no
married,no,no,166,unknown,no
married,yes,no,61,failure,no
married,no,no,103,unknown,no
married,yes,no,244,unknown,no
single,no,no,1473,unknown,yes
married,no,yes,141,unknown,no
single,yes,no,61,unknown,no
divorced,yes,no,373,unknown,no
married,yes,no,265,unknown,no
single,yes,no,263,other,no
married,yes,no,55,unknown,no
married,yes,yes,404,failure,no
married,yes,yes,188,failure,no
divorced,no,no,147,unknown,no
married,no,no,696,unknown,yes
married,no,no,216,unknown,no
married,yes,no,282,other,no
married,yes,no,227,unknown,no
divorced,yes,no,1026,failure,no
divorced,yes,no,121,failure,no
married,no,no,570,unknown,no
married,yes,no,136,unknown,no
divorced,yes,yes,181,unknown,no
married,no,no,162,unknown,no
single,yes,no,326,failure,no
married,yes,no,774,unknown,no
single,no,no,301,unknown,no
married,no,yes,86,unknown,no
single,yes,no,392,unknown,no
single,no,yes,248,unknown,no
single,yes,no,169,unknown,no
married,yes,yes,80,unknown,no
