age,martial,education,housing,y
36,married,secondary,yes,no
50,divorced,unknown,no,yes
45,married,secondary,yes,no
39,married,unknown,no,no
40,married,secondary,no,no
55,divorced,tertiary,yes,no
42,divorced,secondary,yes,no
52,married,secondary,no,no
36,single,primary,no,no
34,married,secondary,no,no
28,single,secondary,no,no
39,single,tertiary,yes,no
59,married,primary,no,no
41,divorced,secondary,yes,no
44,married,secondary,yes,yes
44,married,secondary,yes,no
40,married,secondary,yes,no
56,married,secondary,no,yes
53,married,tertiary,yes,no
32,married,tertiary,no,no
26,single,secondary,no,no
51,married,secondary,yes,no
43,married,secondary,no,no
50,married,secondary,no,no
49,married,secondary,yes,no
47,divorced,secondary,yes,no
32,divorced,secondary,no,no
37,divorced,secondary,yes,no
58,married,unknown,yes,no
53,married,secondary,yes,no
35,married,secondary,no,no
55,divorced,tertiary,no,no
49,single,secondary,yes,no
37,single,secondary,yes,no
57,married,primary,yes,no
60,married,secondary,yes,no
37,divorced,secondary,yes,no
51,divorced,tertiary,yes,no
36,single,secondary,no,no
39,married,secondary,no,no
42,married,primary,yes,no
36,married,secondary,yes,no
38,married,tertiary,no,no
31,single,secondary,no,no
39,single,tertiary,no,yes
56,married,tertiary,no,no
35,single,secondary,no,no
47,married,secondary,no,no
38,married,secondary,no,no
43,married,primary,yes,no
39,married,secondary,yes,no
40,married,secondary,yes,no
45,married,tertiary,yes,no
48,married,secondary,yes,no
42,married,secondary,no,no
54,married,secondary,no,no
59,single,secondary,no,yes
45,divorced,primary,no,no
58,divorced,secondary,yes,no
47,married,secondary,yes,no
60,married,secondary,no,no
30,married,secondary,yes,no
35,divorced,secondary,yes,no
40,single,tertiary,yes,no
48,married,unknown,yes,no
36,divorced,secondary,yes,no
31,divorced,tertiary,yes,no
54,married,secondary,yes,no
49,married,primary,yes,no
46,divorced,secondary,yes,no
40,divorced,secondary,yes,no
30,single,tertiary,no,no
39,single,secondary,yes,no
31,single,secondary,no,no
34,single,secondary,no,no
31,single,secondary,no,no
28,single,secondary,no,no
58,married,secondary,no,no
32,married,secondary,yes,no
41,married,tertiary,yes,no
47,married,secondary,yes,no
58,divorced,secondary,yes,no
31,married,tertiary,yes,no
37,single,secondary,yes,no
43,divorced,secondary,no,yes
34,married,secondary,yes,no
38,married,secondary,no,no
38,married,tertiary,yes,no
37,married,primary,yes,no
40,married,primary,yes,no
28,single,tertiary,no,no
56,married,secondary,no,no
36,married,secondary,yes,no
60,married,tertiary,yes,no
36,married,tertiary,no,no
56,married,secondary,yes,no
37,single,secondary,yes,no
36,single,secondary,no,no
38,married,secondary,no,no
48,married,secondary,no,no
53,married,secondary,yes,no
38,married,secondary,no,no
27,married,primary,no,no
27,married,tertiary,yes,no
46,married,primary,no,no
45,married,secondary,yes,no
46,married,primary,yes,no
48,married,secondary,yes,no
30,single,secondary,no,no
40,married,secondary,yes,no
60,married,primary,no,no
32,single,secondary,no,no
48,married,secondary,yes,no
58,married,secondary,no,no
45,married,secondary,no,no
47,single,secondary,no,no
53,married,primary,yes,no
43,married,unknown,no,no
53,married,secondary,yes,no
54,married,secondary,yes,no
36,married,secondary,no,yes
31,single,secondary,yes,yes
36,single,secondary,no,no
38,single,secondary,yes,no
31,divorced,secondary,no,no
35,single,tertiary,no,no
34,married,tertiary,yes,no
35,married,primary,no,no
46,married,tertiary,no,no
27,single,secondary,no,no
38,single,secondary,yes,no
47,single,tertiary,yes,no
43,married,primary,no,no
28,single,tertiary,yes,no
54,married,secondary,yes,no
31,married,secondary,yes,no
42,single,tertiary,yes,no
34,married,tertiary,yes,no
37,married,tertiary,no,no
29,single,secondary,no,no
26,single,tertiary,no,no
34,married,primary,yes,no
29,single,secondary,no,no
26,single,tertiary,no,no
33,single,secondary,yes,no
30,single,tertiary,no,no
42,single,secondary,no,no
29,single,secondary,no,no
41,married,primary,yes,no
34,married,primary,no,no
35,married,secondary,no,no
29,married,tertiary,no,no
28,single,secondary,no,no
34,married,tertiary,no,no
38,married,secondary,no,no
31,single,tertiary,no,no
26,single,tertiary,no,no
39,married,tertiary,no,no
27,single,tertiary,yes,no
35,married,secondary,yes,no
41,single,tertiary,yes,no
44,single,tertiary,yes,no
59,married,primary,no,no
37,married,secondary,no,no
34,divorced,tertiary,yes,no
40,married,primary,no,no
36,married,secondary,yes,no
41,divorced,secondary,yes,no
36,married,tertiary,yes,no
54,divorced,secondary,no,no
38,married,secondary,yes,no
46,married,primary,no,no
38,married,tertiary,yes,no
55,married,primary,no,no
33,single,tertiary,yes,no
36,married,secondary,yes,no
40,married,secondary,yes,no
46,divorced,primary,no,no
83,married,primary,no,no
46,married,primary,yes,no
38,married,secondary,yes,no
36,divorced,secondary,no,no
59,married,secondary,yes,no
30,single,tertiary,no,no
31,single,secondary,no,no
34,married,tertiary,yes,no
35,married,secondary,no,no
29,single,secondary,yes,yes
55,divorced,secondary,no,no
34,married,secondary,yes,no
31,single,secondary,no,no
32,single,tertiary,yes,no
32,married,secondary,yes,no
37,married,secondary,no,no
36,married,secondary,yes,no
41,married,primary,no,no
42,married,primary,yes,no
40,married,secondary,yes,no
39,single,tertiary,yes,no
52,married,primary,no,no
45,married,tertiary,yes,no
60,married,primary,yes,no
40,married,tertiary,yes,no
36,married,tertiary,no,no
57,married,secondary,no,no
34,married,tertiary,no,no
37,married,primary,yes,no
49,married,secondary,yes,no
37,married,tertiary,yes,no
38,married,tertiary,yes,no
41,married,secondary,yes,no
46,divorced,unknown,no,no
32,married,tertiary,no,no
38,married,primary,yes,no
40,divorced,secondary,yes,yes
44,married,secondary,no,no
48,single,secondary,yes,no
35,single,tertiary,no,no
28,single,tertiary,yes,no
31,single,tertiary,no,no
33,single,tertiary,no,no
43,married,secondary,no,no
60,married,tertiary,yes,yes
31,single,secondary,no,no
29,single,tertiary,no,no
27,single,secondary,no,no
36,married,secondary,no,no
33,single,tertiary,no,no
33,married,secondary,no,no
45,married,tertiary,yes,no
43,married,tertiary,no,no
34,married,secondary,yes,no
43,single,secondary,yes,no
53,divorced,secondary,no,no
59,married,tertiary,no,no
46,married,tertiary,no,no
35,divorced,secondary,no,no
26,single,secondary,no,no
49,married,tertiary,no,no
40,married,tertiary,yes,no
53,single,tertiary,yes,no
61,single,unknown,no,no
36,married,secondary,yes,no
32,married,tertiary,no,no
42,married,secondary,yes,no
31,single,tertiary,no,no
28,single,secondary,no,no
35,married,secondary,yes,no
28,single,tertiary,no,no
38,married,tertiary,yes,yes
57,married,secondary,yes,no
33,married,tertiary,yes,no
58,married,secondary,no,no
26,single,secondary,no,no
41,married,secondary,yes,no
45,married,tertiary,yes,no
43,married,secondary,yes,no
60,married,secondary,no,no
33,married,tertiary,yes,no
58,married,secondary,yes,no
45,married,primary,yes,no
38,divorced,secondary,yes,no
29,single,tertiary,no,no
32,single,secondary,no,no
41,divorced,secondary,yes,yes
27,married,primary,no,no
29,married,secondary,no,no
48,divorced,secondary,yes,no
39,married,unknown,no,no
58,divorced,tertiary,no,yes
27,single,tertiary,no,no
48,married,secondary,no,no
40,married,secondary,no,no
31,single,primary,no,no
52,married,secondary,yes,no
43,married,secondary,yes,no
38,single,secondary,yes,no
31,divorced,secondary,no,no
31,single,secondary,yes,no
53,married,secondary,no,no
32,single,secondary,yes,no
75,divorced,primary,no,no
37,married,secondary,yes,no
75,married,primary,no,no
60,married,secondary,no,no
61,married,tertiary,no,yes
30,single,secondary,no,no
48,single,primary,no,yes
32,single,tertiary,no,no
26,single,secondary,no,no
38,married,tertiary,yes,no
29,married,secondary,yes,no
36,married,tertiary,no,yes
42,single,secondary,yes,no
57,married,secondary,no,no
37,single,tertiary,yes,no
45,married,secondary,yes,no
26,single,secondary,no,no
35,married,tertiary,yes,no
41,divorced,secondary,yes,no
33,married,secondary,yes,no
31,married,tertiary,yes,no
31,single,tertiary,no,no
38,single,secondary,no,no
39,divorced,secondary,yes,no
56,married,secondary,no,no
35,married,tertiary,yes,no
33,single,secondary,no,no
31,single,tertiary,no,yes
46,divorced,tertiary,yes,no
31,married,secondary,no,no
30,single,tertiary,yes,yes
57,married,secondary,yes,no
26,single,tertiary,no,yes
32,single,secondary,yes,no
54,divorced,tertiary,no,no
55,married,secondary,no,no
67,married,tertiary,no,no
53,married,tertiary,no,no
30,single,secondary,no,no
29,single,secondary,yes,no
46,married,unknown,no,no
26,single,tertiary,yes,no
37,single,tertiary,yes,no
38,single,secondary,yes,no
28,single,tertiary,no,no
41,single,tertiary,yes,no
49,married,primary,yes,no
36,single,unknown,no,no
40,divorced,secondary,yes,no
43,single,secondary,yes,yes
34,married,secondary,yes,no
42,married,tertiary,yes,no
39,married,secondary,no,yes
33,single,tertiary,no,no
53,married,secondary,no,no
27,single,unknown,yes,no
39,married,tertiary,yes,no
55,married,secondary,no,no
49,married,primary,yes,no
47,married,secondary,yes,no
57,married,secondary,no,no
83,married,tertiary,no,no
39,married,primary,yes,no
70,married,tertiary,no,no
35,married,primary,yes,no
29,married,secondary,yes,no
48,single,primary,yes,yes
32,single,tertiary,yes,no
31,divorced,tertiary,no,no
21,single,secondary,no,no
46,married,primary,no,yes
28,single,tertiary,yes,no
41,divorced,primary,yes,no
26,single,secondary,no,yes
52,married,secondary,no,no
28,single,tertiary,yes,no
43,married,primary,no,no
45,divorced,secondary,no,no
36,married,secondary,yes,no
51,married,secondary,no,no
45,married,secondary,no,no
39,married,tertiary,yes,no
51,married,secondary,no,yes
40,married,secondary,yes,no
28,married,secondary,no,no
38,married,secondary,yes,no
30,single,secondary,no,no
34,single,secondary,no,no
32,single,tertiary,no,no
47,divorced,secondary,no,no
37,divorced,secondary,no,no
46,married,secondary,yes,no
55,married,primary,no,no
53,divorced,primary,yes,no
29,divorced,secondary,yes,no
35,single,unknown,no,no
51,married,primary,yes,no
27,single,tertiary,yes,no
49,married,secondary,no,no
33,married,secondary,yes,no
29,single,tertiary,no,no
50,divorced,secondary,no,no
31,married,tertiary,no,no
44,divorced,tertiary,yes,no
46,married,secondary,yes,no
37,married,tertiary,yes,no
48,married,tertiary,yes,no
65,married,tertiary,no,no
37,married,unknown,no,no
27,single,unknown,no,no
36,married,secondary,yes,no
35,married,secondary,yes,no
58,divorced,secondary,yes,no
46,married,secondary,yes,no
55,single,secondary,no,no
28,married,primary,yes,yes
40,divorced,secondary,no,no
35,married,tertiary,no,no
37,married,secondary,no,no
59,divorced,secondary,no,no
50,divorced,secondary,no,no
65,married,primary,no,no
55,married,secondary,no,no
49,married,secondary,yes,no
65,married,tertiary,no,no
52,married,secondary,yes,no
35,married,primary,yes,no
35,married,secondary,yes,no
33,single,tertiary,yes,no
39,single,tertiary,no,no
29,single,tertiary,no,no
37,married,tertiary,yes,no
42,married,tertiary,no,no
37,married,secondary,no,no
31,single,tertiary,yes,no
31,single,tertiary,no,no
37,married,tertiary,yes,yes
37,married,primary,yes,no
42,married,primary,no,no
45,married,secondary,yes,no
54,married,tertiary,yes,no
35,married,tertiary,yes,no
31,single,tertiary,no,no
39,single,secondary,yes,no
42,married,primary,yes,no
29,single,secondary,no,no
33,divorced,secondary,yes,no
33,single,tertiary,yes,no
36,married,tertiary,yes,no
34,divorced,secondary,no,no
54,divorced,secondary,yes,no
49,divorced,tertiary,yes,no
36,single,secondary,no,no
47,married,secondary,yes,no
33,married,secondary,yes,no
35,single,tertiary,yes,no
41,married,secondary,yes,no
26,single,tertiary,no,no
36,single,secondary,yes,no
33,married,tertiary,yes,no
36,single,secondary,yes,no
60,married,secondary,no,no
59,married,primary,no,no
60,married,secondary,yes,no
33,married,tertiary,no,no
36,married,secondary,no,no
54,married,secondary,yes,no
25,single,tertiary,no,no
26,single,tertiary,no,no
53,married,secondary,no,yes
31,married,tertiary,no,no
32,married,tertiary,no,no
43,single,secondary,no,no
31,single,secondary,no,no
53,married,secondary,yes,no
51,married,secondary,yes,no
25,single,secondary,no,no
36,single,tertiary,yes,no
40,single,secondary,no,no
43,married,secondary,yes,no
31,single,secondary,yes,no
48,married,secondary,no,no
34,married,primary,yes,no
32,married,secondary,yes,no
50,single,primary,yes,no
37,married,secondary,yes,no
54,married,primary,no,no
29,single,tertiary,no,yes
57,married,secondary,no,yes
46,married,secondary,no,no
55,married,tertiary,no,no
43,divorced,secondary,yes,no
34,married,secondary,yes,no
25,single,secondary,no,yes
28,single,secondary,no,no
35,married,secondary,yes,no
50,married,tertiary,yes,no
34,single,primary,no,no
58,married,primary,yes,no
41,single,tertiary,yes,no
31,single,tertiary,no,no
54,divorced,secondary,yes,no
32,single,unknown,no,no
68,divorced,primary,no,yes
28,married,tertiary,no,no
30,married,secondary,yes,no
47,married,tertiary,no,no
28,single,tertiary,yes,no
27,single,secondary,no,no
47,single,secondary,yes,no
43,married,secondary,yes,no
29,single,secondary,yes,no
32,married,primary,yes,no
34,married,secondary,no,no
31,married,primary,yes,no
35,single,secondary,yes,no
50,single,primary,yes,no
32,married,secondary,yes,no
33,single,tertiary,yes,no
29,single,tertiary,no,no
29,married,secondary,yes,no
44,married,primary,no,no
29,single,tertiary,no,no
43,divorced,primary,no,no
27,single,primary,no,no
35,single,primary,no,no
26,single,tertiary,no,no
36,single,tertiary,no,yes
51,divorced,secondary,no,no
59,divorced,secondary,no,no
56,married,primary,no,no
31,single,tertiary,yes,no
34,married,tertiary,yes,yes
34,married,secondary,no,no
33,married,tertiary,yes,no
29,divorced,secondary,no,no
34,divorced,secondary,no,no
32,single,tertiary,no,no
56,married,primary,no,yes
38,divorced,secondary,yes,yes
39,married,primary,no,yes
48,divorced,secondary,yes,no
26,single,tertiary,no,no
31,single,unknown,no,no
54,divorced,secondary,yes,yes
40,married,secondary,yes,no
56,married,primary,yes,no
65,married,tertiary,no,no
50,married,tertiary,no,no
32,single,tertiary,no,yes
59,divorced,secondary,no,no
59,divorced,secondary,no,no
64,married,secondary,no,no
30,married,secondary,yes,no
41,married,primary,yes,yes
31,single,secondary,no,no
27,single,tertiary,no,no
27,single,secondary,yes,no
48,married,primary,yes,no
43,married,tertiary,no,no
26,single,tertiary,no,no
48,single,secondary,yes,yes
59,divorced,secondary,no,yes
54,married,tertiary,no,yes
44,married,secondary,no,no
31,married,secondary,yes,no
52,married,primary,yes,no
51,married,tertiary,no,no
32,married,secondary,yes,no
33,married,secondary,yes,no
32,married,tertiary,yes,no
33,married,tertiary,yes,no
45,married,unknown,yes,no
51,married,primary,yes,no
52,divorced,tertiary,yes,no
41,married,tertiary,no,no
35,single,tertiary,yes,no
58,divorced,primary,no,no
34,married,secondary,no,no
52,single,unknown,no,no
38,single,secondary,no,no
28,single,secondary,no,no
53,married,primary,yes,yes
41,married,secondary,yes,no
31,married,primary,yes,no
28,single,secondary,no,no
26,single,secondary,no,no
49,married,secondary,no,no
29,married,tertiary,no,no
28,single,secondary,no,no
36,married,secondary,no,no
28,married,secondary,no,no
38,single,tertiary,yes,no
34,single,tertiary,yes,no
39,married,primary,no,no
37,married,secondary,yes,no
39,married,secondary,yes,no
33,single,tertiary,no,no
32,single,secondary,yes,no
52,single,secondary,no,no
32,married,tertiary,yes,no
55,married,secondary,no,no
34,married,secondary,yes,no
46,married,tertiary,yes,no
26,single,secondary,no,no
30,single,tertiary,no,no
32,married,secondary,yes,no
44,married,primary,no,no
38,married,secondary,no,no
30,married,secondary,yes,no
42,single,secondary,no,no
30,single,secondary,no,no
29,single,tertiary,no,no
33,single,secondary,yes,no
31,married,primary,no,no
31,single,tertiary,no,no
32,single,tertiary,no,no
36,divorced,primary,no,no
48,single,secondary,yes,no
36,married,secondary,no,no
34,married,secondary,no,no
60,divorced,secondary,no,no
56,married,tertiary,no,no
30,single,secondary,no,no
29,single,tertiary,no,no
29,single,secondary,no,no
36,married,tertiary,no,yes
36,married,tertiary,no,no
51,married,primary,no,no
29,single,secondary,no,no
32,single,secondary,no,no
34,single,tertiary,no,no
29,married,tertiary,yes,no
42,single,primary,yes,no
39,married,unknown,yes,no
42,married,secondary,yes,no
27,single,tertiary,no,no
38,married,tertiary,no,no
32,married,secondary,yes,no
46,married,secondary,yes,no
34,married,secondary,yes,no
46,married,unknown,no,no
60,married,tertiary,no,no
52,married,tertiary,yes,no
38,married,tertiary,yes,no
39,single,secondary,yes,yes
36,single,tertiary,no,no
27,single,secondary,no,no
54,divorced,secondary,no,no
69,married,primary,no,no
43,married,tertiary,no,no
34,married,tertiary,no,no
31,married,tertiary,no,yes
24,single,secondary,no,no
38,married,tertiary,no,yes
44,married,secondary,yes,no
27,married,secondary,yes,no
28,single,tertiary,no,no
48,married,secondary,yes,no
54,married,secondary,yes,no
36,married,tertiary,no,no
36,single,tertiary,no,no
27,single,primary,no,no
41,married,tertiary,yes,no
26,single,secondary,no,no
54,married,secondary,yes,no
27,single,secondary,no,no
26,married,tertiary,yes,no
32,single,secondary,no,no
32,single,tertiary,yes,no
31,married,unknown,yes,no
34,married,tertiary,no,no
32,single,tertiary,no,yes
50,divorced,secondary,no,no
33,single,secondary,no,no
29,single,tertiary,no,no
43,married,secondary,yes,no
62,married,tertiary,no,no
52,married,secondary,yes,no
44,married,tertiary,no,no
27,single,tertiary,no,no
39,divorced,tertiary,no,no
42,married,primary,yes,no
54,married,primary,yes,no
26,single,secondary,no,no
28,married,secondary,yes,no
37,married,secondary,no,no
47,married,secondary,yes,no
59,married,primary,no,no
37,single,secondary,yes,no
26,single,secondary,no,no
34,single,tertiary,yes,no
41,divorced,tertiary,no,no
30,single,secondary,no,yes
28,single,secondary,no,no
36,married,secondary,yes,no
37,divorced,secondary,yes,no
40,married,tertiary,no,yes
34,single,tertiary,no,no
32,married,tertiary,yes,no
58,married,secondary,yes,no
59,single,tertiary,no,no
34,married,tertiary,no,no
33,single,secondary,no,no
59,married,secondary,no,no
48,married,tertiary,no,no
58,married,secondary,yes,no
49,single,secondary,no,no
40,married,primary,no,no
56,married,tertiary,yes,no
54,married,tertiary,no,no
29,married,secondary,yes,no
36,married,secondary,no,no
42,single,secondary,yes,no
33,single,tertiary,yes,no
48,single,tertiary,yes,no
58,single,tertiary,yes,no
32,divorced,secondary,yes,no
42,married,tertiary,yes,no
53,married,secondary,yes,no
56,divorced,primary,no,no
60,single,tertiary,yes,no
57,married,secondary,no,no
44,divorced,unknown,no,no
43,married,secondary,yes,no
28,single,secondary,no,no
56,married,primary,no,no
49,married,secondary,yes,no
41,divorced,tertiary,yes,no
30,married,tertiary,yes,no
27,married,secondary,yes,no
59,married,secondary,no,no
50,married,secondary,yes,no
47,married,secondary,yes,no
30,single,secondary,yes,no
57,married,unknown,no,no
33,single,tertiary,no,no
45,married,tertiary,no,no
40,divorced,tertiary,yes,no
51,single,secondary,no,no
55,divorced,primary,no,no
31,married,tertiary,yes,no
46,divorced,secondary,yes,no
28,single,secondary,no,no
53,married,primary,yes,no
33,married,secondary,yes,no
41,single,tertiary,yes,no
26,single,secondary,no,no
26,single,tertiary,no,no
46,married,secondary,no,no
55,married,primary,yes,no
54,single,secondary,yes,no
55,single,tertiary,no,no
30,single,tertiary,no,no
45,married,secondary,no,no
57,married,tertiary,no,no
36,married,secondary,yes,no
41,divorced,tertiary,no,no
26,single,tertiary,no,no
32,single,tertiary,yes,no
58,single,tertiary,no,no
59,married,tertiary,no,no
58,married,secondary,no,no
31,married,tertiary,yes,no
33,single,tertiary,yes,no
56,married,secondary,no,no
48,married,secondary,no,no
52,married,secondary,no,no
57,married,secondary,no,no
59,married,tertiary,no,no
52,divorced,secondary,no,no
33,single,secondary,yes,no
29,single,secondary,yes,no
52,married,primary,no,no
50,married,tertiary,yes,no
41,married,secondary,yes,no
51,divorced,unknown,yes,no
60,married,primary,yes,no
30,single,secondary,no,no
54,married,tertiary,no,no
36,single,secondary,yes,no
59,single,secondary,no,no
44,married,primary,yes,no
38,married,secondary,yes,no
40,divorced,tertiary,no,no
45,divorced,tertiary,yes,no
30,single,tertiary,no,yes
40,married,secondary,yes,no
37,divorced,secondary,yes,no
43,single,primary,no,no
42,divorced,primary,yes,no
52,married,primary,yes,no
43,married,tertiary,yes,no
54,single,secondary,yes,no
32,single,secondary,no,no
32,single,secondary,no,no
30,married,tertiary,no,no
27,single,secondary,no,no
53,married,secondary,no,no
46,divorced,secondary,yes,no
45,married,primary,yes,no
38,divorced,secondary,yes,no
38,single,tertiary,yes,no
38,married,secondary,yes,no
35,single,tertiary,yes,no
42,married,secondary,yes,no
31,married,secondary,no,no
39,married,secondary,no,no
47,married,secondary,yes,no
35,single,tertiary,no,no
36,married,tertiary,yes,no
56,married,primary,no,no
28,married,secondary,yes,no
38,single,secondary,yes,no
36,married,secondary,no,no
58,married,primary,no,no
43,married,secondary,yes,no
41,married,primary,yes,no
43,married,primary,yes,no
55,married,primary,no,no
33,married,secondary,yes,no
28,married,tertiary,yes,yes
33,divorced,secondary,no,no
36,single,secondary,yes,no
46,married,secondary,yes,no
38,married,secondary,no,no
32,single,tertiary,no,no
40,married,primary,no,no
45,married,secondary,no,no
41,married,tertiary,yes,no
32,single,tertiary,no,no
52,married,tertiary,yes,yes
55,married,primary,no,no
44,married,tertiary,yes,no
33,married,secondary,yes,no
31,single,secondary,no,no
43,single,secondary,yes,no
59,divorced,tertiary,no,no
60,married,unknown,no,no
40,single,unknown,yes,no
46,divorced,primary,no,no
48,married,secondary,no,no
37,divorced,secondary,no,no
53,single,unknown,no,no
40,married,primary,yes,no
38,single,secondary,yes,no
37,single,secondary,yes,no
40,married,secondary,no,no
30,single,tertiary,no,yes
37,married,secondary,yes,no
33,married,secondary,no,no
51,married,secondary,yes,no
59,married,secondary,yes,no
48,divorced,unknown,no,no
34,married,tertiary,yes,no
34,single,secondary,yes,no
36,married,secondary,yes,no
56,married,primary,no,no
29,married,tertiary,yes,no
32,married,tertiary,no,no
39,married,unknown,yes,no
32,single,tertiary,yes,yes
45,divorced,secondary,yes,no
28,single,secondary,yes,no
48,married,secondary,no,no
52,divorced,secondary,yes,no
37,married,tertiary,yes,no
34,married,tertiary,no,yes
43,married,secondary,no,no
52,married,tertiary,no,no
47,divorced,tertiary,no,no
31,single,primary,no,yes
57,married,primary,yes,no
30,single,tertiary,no,no
32,married,secondary,no,no
39,divorced,secondary,no,no
32,single,tertiary,no,no
30,single,secondary,no,no
36,married,secondary,no,no
37,single,secondary,no,no
31,married,secondary,yes,no
51,married,tertiary,no,no
39,divorced,tertiary,yes,no
57,married,secondary,no,yes
58,single,secondary,no,no
31,married,tertiary,no,yes
30,single,tertiary,yes,no
33,married,secondary,yes,no
40,married,unknown,yes,yes
30,single,primary,no,no
36,single,unknown,no,no
28,single,secondary,no,no
29,married,tertiary,yes,yes
38,married,tertiary,yes,no
39,single,secondary,no,no
48,married,secondary,yes,no
43,divorced,secondary,yes,no
47,married,tertiary,no,no
31,single,tertiary,no,no
39,married,tertiary,no,no
32,single,secondary,no,no
51,married,secondary,yes,no
43,married,secondary,no,no
48,married,tertiary,yes,no
75,divorced,primary,yes,yes
53,married,tertiary,no,no
37,single,secondary,yes,no
26,married,secondary,yes,no
30,single,secondary,yes,no
35,single,primary,yes,no
30,single,secondary,no,no
29,divorced,secondary,yes,no
43,married,tertiary,no,no
38,married,tertiary,yes,no
31,single,tertiary,no,no
52,married,secondary,yes,no
34,married,secondary,yes,no
39,married,primary,yes,no
42,single,secondary,yes,no
37,married,tertiary,yes,no
58,married,tertiary,yes,no
27,single,tertiary,yes,yes
53,married,secondary,yes,no
27,married,secondary,yes,no
52,divorced,tertiary,no,no
34,married,primary,yes,no
39,divorced,secondary,yes,no
46,married,secondary,no,no
33,married,primary,yes,no
26,single,secondary,no,no
39,single,secondary,no,no
32,married,secondary,yes,no
59,married,tertiary,no,no
52,married,secondary,yes,no
32,single,secondary,yes,yes
36,married,tertiary,no,no
34,single,tertiary,yes,no
31,married,tertiary,yes,yes
34,single,secondary,yes,no
42,married,primary,yes,no
47,married,secondary,yes,no
56,divorced,tertiary,no,no
41,divorced,primary,yes,no
38,married,secondary,yes,no
52,divorced,primary,no,no
45,married,secondary,no,no
35,married,tertiary,yes,no
60,married,secondary,no,no
32,single,primary,no,no
59,married,secondary,no,no
45,divorced,primary,no,no
33,married,secondary,no,no
32,married,tertiary,no,no
33,single,tertiary,yes,no
33,married,tertiary,no,no
47,single,tertiary,no,no
43,married,primary,yes,no
46,single,tertiary,no,no
32,married,secondary,yes,no
27,single,tertiary,no,no
56,married,primary,no,no
42,married,tertiary,yes,no
30,married,secondary,yes,no
28,single,tertiary,yes,no
60,married,secondary,no,no
54,divorced,secondary,no,no
45,married,secondary,yes,no
46,married,secondary,no,no
39,married,secondary,yes,no
33,single,secondary,no,no
33,divorced,secondary,no,no
45,married,secondary,yes,no
37,married,secondary,no,no
41,single,tertiary,yes,yes
38,married,secondary,yes,no
31,single,tertiary,yes,no
38,single,secondary,yes,no
51,single,tertiary,no,no
37,married,primary,yes,no
39,single,secondary,no,no
32,married,tertiary,no,no
43,divorced,secondary,yes,no
28,married,secondary,no,no
22,single,tertiary,yes,yes
60,divorced,secondary,yes,no
31,single,secondary,no,yes
24,single,secondary,no,no
37,single,secondary,no,no
34,married,secondary,no,no
28,married,secondary,yes,no
54,married,tertiary,yes,no
35,single,secondary,no,no
41,married,tertiary,yes,no
37,married,primary,yes,no
41,married,unknown,yes,no
46,single,tertiary,no,no
29,married,primary,no,no
33,single,tertiary,yes,no
48,married,secondary,no,no
34,married,secondary,yes,no
69,married,primary,no,yes
29,single,secondary,no,no
60,divorced,primary,no,no
49,married,tertiary,yes,no
50,single,secondary,no,no
40,married,tertiary,no,no
28,single,tertiary,yes,no
30,married,tertiary,no,yes
51,married,primary,yes,no
36,single,secondary,no,no
30,single,tertiary,no,no
39,single,secondary,yes,no
51,married,primary,yes,no
43,single,secondary,no,no
38,single,tertiary,no,no
31,single,unknown,yes,no
42,married,secondary,yes,no
27,single,secondary,no,no
33,single,secondary,yes,no
39,married,primary,yes,no
32,married,secondary,yes,no
49,divorced,secondary,no,yes
37,single,tertiary,no,no
34,married,unknown,no,no
29,single,tertiary,no,yes
31,married,tertiary,yes,no
29,married,tertiary,no,no
43,married,secondary,no,no
33,married,secondary,yes,no
46,married,tertiary,yes,no
28,divorced,secondary,yes,no
30,single,secondary,no,no
33,single,tertiary,no,no
28,single,secondary,no,no
27,single,secondary,no,no
39,divorced,secondary,yes,no
48,single,secondary,no,no
40,married,secondary,yes,no
40,divorced,secondary,no,no
40,single,secondary,no,no
38,married,tertiary,no,no
32,married,tertiary,yes,no
39,married,secondary,yes,no
46,single,secondary,no,no
34,married,secondary,no,no
59,married,primary,no,no
33,married,secondary,yes,no
40,divorced,secondary,yes,no
31,single,tertiary,no,no
29,single,secondary,no,no
45,married,secondary,yes,yes
32,divorced,secondary,yes,no
32,married,secondary,no,no
32,single,primary,yes,no
37,single,primary,yes,no
44,divorced,secondary,yes,no
41,married,secondary,yes,no
37,married,secondary,yes,no
34,divorced,secondary,no,no
35,single,tertiary,no,no
42,married,secondary,no,no
43,married,secondary,no,no
52,married,primary,yes,no
37,single,secondary,no,no
35,divorced,primary,yes,no
41,married,secondary,yes,no
52,married,secondary,yes,no
31,single,secondary,no,no
28,single,tertiary,yes,no
34,married,secondary,yes,no
58,married,primary,no,no
53,married,primary,no,no
49,married,tertiary,no,no
53,married,tertiary,yes,no
59,divorced,secondary,no,no
28,single,tertiary,no,no
42,married,primary,yes,no
36,married,secondary,no,no
53,married,secondary,yes,no
53,married,primary,no,no
44,married,secondary,no,no
53,divorced,primary,yes,no
36,married,primary,no,no
32,single,secondary,yes,no
28,single,secondary,no,no
33,single,secondary,yes,no
49,married,tertiary,yes,no
51,married,secondary,yes,no
30,married,tertiary,no,no
34,married,secondary,no,no
32,married,primary,yes,no
39,married,secondary,no,no
43,married,secondary,yes,yes
37,single,secondary,no,no
56,married,primary,yes,no
33,single,secondary,no,no
47,single,primary,no,no
